time,amplitude
0.0,0.0
0.017453292519943295,0.01745240643728351
0.03490658503988659,0.03489949670250097
0.05235987755982988,0.05233595624294383
0.06981317007977318,0.0697564737441253
0.08726646259971647,0.08715574274765817
0.10471975511965977,0.10452846326765346
0.12217304763960307,0.12186934340514748
0.13962634015954636,0.13917310096006544
0.15707963267948966,0.15643446504023087
0.17453292519943295,0.17364817766693033
0.19198621771937624,0.1908089953765448
0.20943951023931953,0.20791169081775931
0.22689280275926285,0.224951054343865
0.24434609527920614,0.24192189559966773
0.2617993877991494,0.25881904510252074
0.2792526803190927,0.27563735581699916
0.29670597283903605,0.29237170472273677
0.3141592653589793,0.3090169943749474
0.3316125578789226,0.32556815445715664
0.3490658503988659,0.3420201433256687
0.3665191429188092,0.35836794954530027
0.3839724354387525,0.374606593415912
0.40142572795869574,0.3907311284892737
0.41887902047863906,0.40673664307580015
0.4363323129985824,0.42261826174069944
0.4537856055185257,0.43837114678907746
0.47123889803846897,0.4539904997395468
0.4886921905584123,0.4694715627858908
0.5061454830783556,0.48480962024633706
0.5235987755982988,0.49999999999999994
0.5410520681182421,0.5150380749100542
0.5585053606381855,0.5299192642332049
0.5759586531581288,0.5446390350150271
0.5934119456780721,0.5591929034707469
0.6108652381980153,0.573576436351046
0.6283185307179586,0.5877852522924731
0.6457718232379019,0.6018150231520483
0.6632251157578452,0.6156614753256582
0.6806784082777885,0.6293203910498374
0.6981317007977318,0.6427876096865393
0.715584993317675,0.6560590289905072
0.7330382858376184,0.6691306063588582
0.7504915783575616,0.6819983600624985
0.767944870877505,0.6946583704589973
0.7853981633974483,0.7071067811865475
0.8028514559173915,0.7193398003386511
0.8203047484373349,0.7313537016191705
0.8377580409572781,0.7431448254773942
0.8552113334772214,0.754709580222772
0.8726646259971648,0.766044443118978
0.890117918517108,0.7771459614569708
0.9075712110370514,0.788010753606722
0.9250245035569946,0.7986355100472928
0.9424777960769379,0.8090169943749475
0.9599310885968813,0.8191520442889918
0.9773843811168246,0.8290375725550417
0.9948376736367678,0.8386705679454239
1.0122909661567112,0.848048096156426
1.0297442586766543,0.8571673007021122
1.0471975511965976,0.8660254037844386
1.064650843716541,0.8746197071393957
1.0821041362364843,0.8829475928589269
1.0995574287564276,0.8910065241883679
1.117010721276371,0.8987940462991669
1.1344640137963142,0.9063077870366499
1.1519173063162575,0.9135454576426009
1.1693705988362006,0.9205048534524403
1.1868238913561442,0.9271838545667874
1.2042771838760873,0.9335804264972017
1.2217304763960306,0.9396926207859083
1.239183768915974,0.9455185755993167
1.2566370614359172,0.9510565162951535
1.2740903539558606,0.9563047559630354
1.2915436464758039,0.9612616959383189
1.3089969389957472,0.9659258262890683
1.3264502315156903,0.9702957262759965
1.3439035240356338,0.9743700647852352
1.361356816555577,0.9781476007338056
1.3788101090755203,0.981627183447664
1.3962634015954636,0.984807753012208
1.413716694115407,0.9876883405951378
1.43116998663535,0.9902680687415703
1.4486232791552935,0.992546151641322
1.4660765716752369,0.9945218953682733
1.4835298641951802,0.9961946980917455
1.5009831567151233,0.9975640502598242
1.5184364492350666,0.9986295347545738
1.53588974175501,0.9993908270190958
1.5533430342749535,0.9998476951563913
1.5707963267948966,1.0
1.5882496193148399,0.9998476951563913
1.605702911834783,0.9993908270190958
1.6231562043547263,0.9986295347545738
1.6406094968746698,0.9975640502598242
1.6580627893946132,0.9961946980917455
1.6755160819145563,0.9945218953682734
1.6929693744344996,0.9925461516413221
1.710422666954443,0.9902680687415704
1.7278759594743864,0.9876883405951377
1.7453292519943295,0.984807753012208
1.7627825445142729,0.981627183447664
1.780235837034216,0.9781476007338057
1.7976891295541593,0.9743700647852352
